Date,Time,Label,Temperature_F,PIR_1,PIR_2,PIR_3,PIR_4,PIR_5,PIR_6,PIR_7,PIR_8,PIR_9,PIR_10,PIR_11,PIR_12,PIR_13,PIR_14,PIR_15,PIR_16,PIR_17,PIR_18,PIR_19,PIR_20,PIR_21,PIR_22,PIR_23,PIR_24,PIR_25,PIR_26,PIR_27,PIR_28,PIR_29,PIR_30,PIR_31,PIR_32,PIR_33,PIR_34,PIR_35,PIR_36,PIR_37,PIR_38,PIR_39,PIR_40,PIR_41,PIR_42,PIR_43,PIR_44,PIR_45,PIR_46,PIR_47,PIR_48,PIR_49,PIR_50,PIR_51,PIR_52,PIR_53,PIR_54,PIR_55
2024-09-08,13:55:17,0,86,11936,12770,13241,13290,13079,12892,12538,12140,11806,11564,11314,11110,11090,11090,10958,10894,10865,10854,10825,10780,10740,10742,10651,10643,10615,10507,10477,10447,10515,10509,10472,10450,10490,10493,10447,10406,10161,9658,9313,9306,9533,9958,10341,10676,10874,11094,11096,11085,11071,11035,10847,10681,10647,10580,10390
2024-09-08,13:55:33,1,86,10287,10657,11075,11166,10981,10628,10219,10009,9942,9858,9776,9712,9643,9716,9725,9797,9946,9994,10149,10316,10387,10374,10409,10333,10314,10316,10300,10324,10420,10459,10466,10423,10408,10330,10385,10461,10424,10126,9599,9321,9311,9547,10035,10378,10687,10812,10914,10968,11097,11026,10909,10779,10671,10547,10461
2024-09-08,13:55:49,1,86,10467,10808,11073,11140,10927,10664,10444,10192,9918,9730,9589,9595,9634,9607,9675,9823,9969,10090,10153,10267,10378,10407,10373,10253,10161,10272,10372,10482,10511,10412,10367,10349,10304,10253,10325,10337,10273,9853,9444,9303,9514,9864,10290,10638,10783,10934,11089,11114,11026,10880,10768,10672,10563,10480,10364
2024-09-08,13:56:05,1,86,10395,10736,11168,11274,10980,10617,10402,10218,9946,9836,9666,9630,9570,9617,9690,9838,10033,10129,10138,10176,10280,10302,10316,10260,10218,10323,10364,10422,10488,10434,10359,10381,10367,10296,10284,10308,10308,9979,9587,9472,9529,9775,10131,10464,10726,10872,10866,10896,10904,10857,10921,10897,10757,10653,10534
2024-09-08,13:56:21,1,86,10469,10968,11207,11083,10832,10541,10225,9925,9761,9780,9731,9569,9549,9743,9931,10055,10001,10063,10215,10196,10172,10191,10170,10217,10309,10371,10413,10461,10367,10274,10317,10321,10374,10455,10357,10418,10345,9763,9382,9298,9458,9866,10278,10620,10849,11010,11103,11130,11033,10909,10815,10652,10562,10499,10462
2024-09-08,13:56:37,1,86,10307,10641,10994,11091,11016,10761,10374,10045,9833,9676,9646,9701,9798,9910,9973,9964,10001,10058,10180,10250,10245,10228,10189,10164,10266,10383,10437,10502,10455,10440,10353,10344,10404,10422,10396,10368,10240,9861,9474,9322,9524,9822,10184,10503,10769,11004,11043,11028,10992,10926,10735,10647,10564,10486,10433
2024-09-08,13:56:53,1,86,10520,10854,11013,10981,10729,10444,10252,10119,10015,9887,9800,9665,9701,9839,9933,9923,9994,10046,10176,10262,10267,10269,10189,10178,10202,10310,10416,10439,10455,10528,10495,10335,10270,10251,10337,10346,10156,9692,9394,9341,9623,10020,10385,10751,10994,11055,11059,10947,10934,10869,10721,10578,10472,10370,10312
2024-09-08,13:57:09,1,86,10277,10765,11113,11119,10925,10583,10247,9956,9750,9650,9580,9629,9768,9850,9942,9953,10019,10063,10133,10208,10235,10303,10426,10414,10429,10475,10386,10350,10334,10331,10327,10382,10313,10264,10266,10335,10280,9886,9472,9266,9489,9853,10264,10544,10845,10965,10988,11022,11004,10920,10806,10719,10706,10510,10441
2024-09-08,13:57:25,1,86,10462,10831,11098,11042,10822,10490,10183,9927,9798,9717,9684,9694,9737,9747,9871,10006,10088,10135,10177,10151,10138,10139,10116,10225,10431,10480,10444,10386,10326,10362,10394,10379,10396,10406,10474,10551,10195,9656,9307,9287,9622,10028,10465,10743,10905,11024,11119,11077,10971,10851,10781,10534,10352,10314,10279
2024-09-08,13:57:41,1,86,10304,10738,11110,11165,10969,10675,10345,10158,9945,9821,9779,9779,9719,9667,9794,9947,9951,9928,10008,10080,10176,10279,10285,10293,10280,10336,10419,10420,10354,10316,10390,10434,10317,10359,10387,10433,10376,9932,9443,9222,9375,9840,10227,10641,10916,11005,10978,11047,11007,10990,10927,10773,10611,10506,10391
2024-09-08,13:57:57,1,86,10371,10512,10888,11102,10954,10681,10346,10142,10045,9907,9803,9803,9792,9733,9720,9807,9939,10006,10069,10161,10283,10366,10323,10192,10247,10377,10407,10309,10225,10201,10300,10462,10493,10397,10306,10353,10312,10078,9585,9242,9279,9701,10196,10579,10765,10909,10986,11062,11004,10866,10768,10691,10651,10577,10484
2024-09-08,13:58:13,1,86,10413,10729,11008,11067,10898,10639,10345,10075,9894,9781,9722,9689,9692,9686,9755,9905,10024,10108,10209,10272,10282,10216,10270,10322,10411,10339,10368,10453,10427,10378,10419,10411,10372,10287,10283,10263,10272,9912,9365,9271,9463,9794,10131,10458,10799,11045,11116,11054,11022,10801,10668,10666,10654,10508,10466
2024-09-08,13:58:29,1,86,10324,10642,11063,11265,11096,10725,10365,10131,9953,9861,9734,9624,9685,9822,9881,9889,9822,9880,10036,10105,10154,10201,10283,10417,10458,10477,10524,10514,10411,10345,10333,10292,10294,10300,10305,10367,10313,10022,9503,9298,9381,9606,10102,10481,10732,10911,11110,11021,10876,10893,10883,10832,10731,10632,10455
2024-09-08,13:58:45,1,86,10446,10761,11081,11153,10850,10531,10279,10082,9926,9777,9730,9638,9625,9644,9784,9985,10107,10101,10185,10234,10232,10312,10322,10336,10342,10371,10301,10340,10416,10422,10395,10393,10337,10330,10363,10311,10222,9832,9346,9255,9569,9987,10365,10633,10931,11040,10995,10931,10857,10735,10701,10683,10557,10484,10446
2024-09-08,13:59:01,1,86,10287,10638,11056,11097,10992,10743,10397,10120,9956,9831,9847,9846,9844,9836,9740,9629,9828,10016,10111,10174,10277,10264,10186,10142,10183,10262,10381,10433,10454,10547,10625,10497,10380,10262,10190,10202,10285,10105,9692,9494,9508,9727,10119,10486,10742,10894,11024,11135,11113,10989,10817,10683,10555,10471,10425
2024-09-08,13:59:17,1,86,10354,10675,11014,11141,10948,10657,10402,10117,9889,9777,9753,9663,9655,9680,9793,9931,10037,10118,10153,10124,10169,10205,10299,10363,10358,10361,10454,10432,10355,10330,10313,10231,10282,10388,10528,10461,10280,9846,9406,9314,9548,9923,10286,10642,10890,11023,11006,11002,10930,10819,10643,10524,10504,10431,10337
2024-09-08,13:59:33,1,86,10630,11028,11174,11046,10692,10395,10105,9930,9761,9704,9738,9685,9622,9672,9744,9895,10050,10140,10245,10353,10427,10450,10413,10398,10375,10351,10372,10329,10351,10326,10317,10325,10376,10350,10270,10215,10007,9599,9255,9382,9696,10069,10401,10681,10920,11052,11084,11096,11045,10777,10633,10646,10525,10389,10396
2024-09-08,13:59:49,1,86,10486,10805,11041,11033,10834,10569,10244,9956,9781,9678,9736,9698,9720,9717,9878,9959,10014,10026,10012,10036,10010,10140,10297,10355,10477,10563,10556,10394,10366,10340,10354,10329,10367,10295,10344,10376,10312,9815,9388,9331,9568,9900,10250,10614,10829,11008,11184,11299,11188,11100,10983,10857,10678,10511,10383
2024-09-08,14:00:05,1,86,10283,10585,10929,11164,11082,10766,10366,10038,9811,9681,9633,9621,9574,9639,9695,9899,9976,9953,10046,10173,10150,10191,10217,10361,10545,10552,10453,10388,10481,10517,10540,10451,10355,10394,10552,10560,10458,10053,9496,9268,9424,9714,10054,10384,10640,10827,10937,10943,10905,10851,10739,10662,10638,10669,10601
2024-09-08,14:00:21,1,86,10397,10896,11186,11206,10990,10688,10306,10027,9801,9651,9565,9650,9692,9825,9894,9926,9907,9970,10003,10182,10295,10331,10414,10361,10324,10406,10289,10328,10315,10437,10497,10487,10401,10276,10273,10407,10353,9902,9542,9392,9452,9737,10188,10566,10774,10940,11042,11028,10901,10867,10827,10725,10660,10584,10453
2024-09-08,14:00:37,1,86,10288,10648,11036,11183,11132,10871,10545,10223,9960,9794,9681,9549,9506,9579,9737,9910,10002,10134,10181,10178,10198,10205,10163,10088,10188,10281,10345,10303,10330,10370,10433,10383,10347,10254,10259,10411,10454,10103,9594,9476,9599,9854,10237,10530,10748,10821,10896,10888,10932,10932,10823,10801,10758,10639,10545
2024-09-08,14:00:53,1,86,10467,10824,11050,10971,10651,10373,10209,9960,9687,9616,9647,9735,9801,9871,9900,9923,9979,10068,10160,10287,10316,10265,10278,10332,10351,10345,10310,10336,10328,10335,10341,10279,10300,10393,10460,10404,10203,9738,9468,9394,9593,9918,10337,10708,10850,10968,10940,10992,10947,10779,10684,10695,10628,10538,10409
2024-09-08,14:01:09,1,86,10396,10657,10946,10961,10839,10704,10516,10210,9892,9654,9542,9498,9527,9547,9673,9909,10040,10130,10240,10310,10268,10265,10191,10351,10416,10352,10365,10440,10428,10422,10436,10379,10376,10365,10297,10256,10214,9906,9516,9380,9557,9781,10135,10584,10896,10986,10927,10899,10941,10886,10811,10708,10625,10525,10432
2024-09-08,14:01:25,1,86,10489,10944,11230,11091,10731,10394,10093,9869,9810,9720,9762,9722,9724,9685,9727,9854,9955,10011,10123,10242,10338,10396,10425,10371,10378,10377,10313,10386,10412,10379,10366,10372,10462,10481,10409,10292,10124,9649,9338,9228,9495,10036,10438,10691,10936,11136,11130,11011,10929,10835,10772,10720,10587,10495,10386
2024-09-08,14:01:41,1,86,10248,10694,11107,11197,11069,10769,10392,10137,9923,9765,9610,9619,9749,9723,9769,9832,9888,9987,10000,10019,10161,10296,10343,10473,10481,10381,10327,10253,10228,10319,10421,10525,10510,10414,10402,10345,10196,9841,9404,9215,9460,9914,10282,10510,10782,10953,10913,10935,10851,10773,10821,10742,10687,10602,10538
2024-09-08,14:01:57,1,86,10454,10833,11004,10953,10825,10576,10267,9948,9753,9668,9638,9611,9582,9734,9858,9944,10012,10063,10128,10222,10290,10331,10295,10375,10467,10498,10487,10400,10414,10476,10457,10349,10291,10335,10309,10330,10218,9678,9301,9310,9483,9847,10267,10643,10906,11066,11185,11289,11173,11017,10779,10569,10416,10352,10278
2024-09-08,14:02:13,1,86,10307,10727,11111,11217,11129,10865,10517,10134,9843,9655,9623,9658,9687,9721,9815,9803,9868,10008,10065,10007,10073,10226,10331,10365,10408,10363,10486,10469,10402,10279,10221,10290,10330,10385,10377,10307,10313,9913,9475,9357,9581,9943,10263,10537,10774,10920,11042,11078,11014,10944,10861,10733,10576,10540,10492
2024-09-08,14:02:29,1,86,10440,10833,11093,11081,10865,10562,10239,9915,9701,9674,9683,9700,9856,9927,9953,9963,10004,10025,10127,10272,10409,10349,10320,10211,10193,10228,10321,10358,10297,10351,10441,10367,10250,10314,10356,10350,10140,9738,9365,9336,9641,10035,10425,10667,10861,11039,11098,11048,10958,10858,10740,10730,10692,10522,10391
2024-09-08,14:02:45,1,86,10326,10850,11218,11242,11044,10661,10378,10098,9954,9835,9740,9722,9683,9693,9776,9872,9952,10010,10130,10209,10288,10204,10189,10233,10271,10268,10219,10371,10486,10447,10409,10384,10428,10410,10357,10389,10391,9952,9427,9222,9408,9822,10268,10620,10819,10948,11091,11052,10975,10974,10851,10760,10597,10494,10402
2024-09-08,14:03:01,1,86,10350,10759,10967,10863,10630,10331,10111,10009,9935,9777,9695,9739,9841,9812,9788,9860,9942,10017,10114,10273,10347,10281,10261,10266,10333,10355,10466,10506,10533,10482,10451,10447,10363,10365,10433,10369,10095,9610,9206,9209,9484,9867,10357,10739,10964,11144,11234,11212,11049,10893,10749,10676,10493,10328,10253
2024-09-08,14:03:17,1,86,10574,10866,11098,11050,10869,10566,10264,9965,9742,9705,9715,9675,9798,9868,9891,9923,9864,9895,9981,10038,10129,10219,10356,10428,10471,10464,10424,10398,10348,10333,10320,10337,10270,10284,10341,10377,10251,9913,9502,9240,9374,9679,10146,10537,10828,11018,11071,11055,11110,11151,11025,10883,10737,10560,10415
2024-09-08,14:03:33,1,86,10297,10518,10981,11107,10936,10637,10308,10066,9921,9852,9866,9841,9764,9638,9581,9757,9891,9969,10031,10071,10216,10275,10298,10304,10403,10382,10354,10414,10473,10454,10484,10543,10496,10438,10427,10418,10276,9966,9510,9237,9289,9622,10044,10470,10682,10865,11022,11092,11076,11066,10902,10664,10591,10613,10576
2024-09-08,14:03:49,1,86,10484,10907,11235,11216,10968,10528,10155,9942,9810,9795,9809,9776,9809,9798,9717,9795,9922,10067,10138,10096,10205,10276,10306,10317,10291,10344,10411,10437,10495,10349,10226,10274,10385,10312,10277,10302,10260,9851,9391,9273,9481,9855,10267,10637,10858,11083,11124,11146,11113,10960,10854,10733,10607,10498,10371
2024-09-08,14:04:05,1,86,10389,10712,11151,11274,11098,10826,10550,10162,9800,9665,9588,9564,9672,9652,9716,9832,9883,10001,10021,10105,10132,10308,10427,10265,10324,10417,10465,10488,10464,10499,10425,10349,10307,10331,10377,10470,10377,10011,9533,9281,9437,9731,10033,10396,10723,10938,11031,11129,11069,10969,10887,10735,10556,10462,10456
2024-09-08,14:04:21,1,86,10383,10886,11254,11327,11122,10697,10272,9970,9803,9747,9624,9665,9728,9740,9812,9871,9907,10026,10151,10075,10090,10134,10237,10344,10423,10441,10446,10336,10364,10356,10342,10417,10496,10520,10442,10438,10401,9916,9354,9221,9443,9790,10105,10399,10719,11042,11164,11161,11099,11027,10841,10728,10593,10479,10452
2024-09-08,14:04:37,1,86,10306,10614,10974,11109,10946,10585,10372,10291,10108,9873,9672,9531,9536,9606,9683,9715,9918,10091,10259,10353,10339,10292,10403,10429,10371,10282,10334,10412,10449,10376,10360,10451,10416,10335,10276,10323,10364,9950,9297,9085,9331,9769,10197,10492,10827,11119,11157,11125,11040,10970,10858,10695,10617,10555,10465
2024-09-08,14:04:53,1,86,10566,10902,11153,11125,10814,10468,10126,9833,9686,9650,9677,9696,9785,9855,9910,9902,9967,10019,10058,10153,10211,10216,10210,10261,10372,10454,10331,10304,10374,10347,10356,10400,10394,10410,10419,10374,10250,9870,9554,9338,9486,9815,10156,10592,10922,11100,11192,11154,11086,11018,10933,10759,10546,10418,10300
2024-09-08,14:05:09,1,86,10341,10618,11076,11153,11044,10713,10395,10153,9863,9696,9582,9557,9585,9648,9778,9849,9914,10108,10242,10265,10285,10358,10400,10384,10341,10291,10286,10193,10172,10248,10428,10425,10392,10457,10456,10497,10453,9978,9409,9153,9320,9732,10137,10518,10798,11049,11165,11102,10920,10801,10700,10585,10552,10488,10381
2024-09-08,14:05:25,3,0,9617,9961,10166,10178,10057,9930,9796,9746,9769,9908,10095,10292,10474,10564,10496,10392,10203,10066,9856,9656,9490,9418,9285,9158,9031,9182,9533,10027,10575,11039,11528,11890,12048,12088,11964,11600,10941,10016,9329,9112,9201,9437,9761,9995,10174,10229,10326,10442,10446,10416,10421,10455,10427,10415,10380
2024-09-08,14:05:41,0,86,9959,10782,11659,12009,11882,11441,10783,10075,9363,8739,8427,8408,8438,8514,8735,9047,9258,9701,10091,10453,10763,10962,11054,11145,11158,11047,10918,10772,10644,10651,10675,10605,10586,10431,10367,10313,10300,9927,9406,9286,9445,9845,10241,10616,10794,10928,11051,11133,11134,10967,10792,10733,10646,10511,10387
2024-09-08,14:05:57,3,0,8470,9056,9386,9175,8625,8109,7740,7616,7748,8038,8563,9213,9670,10048,10335,10512,10670,10813,10909,10854,10858,11024,11066,10993,10990,10879,10785,10703,10599,10504,10535,10556,10555,10526,10487,10371,10086,9646,9311,9364,9664,10012,10310,10634,10871,10997,11076,11093,11104,10970,10881,10663,10543,10390,10283
2024-09-08,14:06:13,0,86,10279,10643,11191,11443,11314,10904,10296,9836,9502,9350,9421,9583,9628,9663,9746,9887,10121,10243,10217,10293,10354,10563,10735,10719,10592,10549,10494,10395,10243,10171,10226,10215,10205,10150,10116,10207,10193,9798,9208,9009,9253,9700,10159,10635,10984,11193,11308,11289,11159,11030,10897,10774,10656,10567,10492
2024-09-08,14:06:29,3,0,12378,12059,11531,11012,10683,10549,10543,10593,10609,10686,11055,11845,13163,14623,15617,15883,15384,14417,13309,12041,10762,9701,8835,7827,6664,5637,4743,4520,5410,7458,10270,12967,14488,14376,12842,10427,7600,5023,3514,3189,3839,4864,5800,6683,7785,8936,9847,10657,11338,11848,12013,12003,11719,11297,10865
2024-09-08,14:06:35,3,0,10612,10476,10331,10123,9815,9586,9432,9611,10138,10646,11048,11469,11243,10528,10068,10048,10371,10896,11327,11850,12356,12793,12824,12543,12058,11589,11255,10965,10711,10518,10321,10115,9900,9801,9881,10089,10261,10336,10313,10287,10216,10213,10232,10260,10281,10692,11232,11896,12551,12788,12254,11038,9440,8252,7810
2024-09-08,14:06:40,3,0,38549981,8253,8520,8552,8591,8614,8679,8909,9162,9465,9731,9897,10086,10351,10612,11026,11295,11386,11197,10821,10354,9940,9674,9528,9593,9825,10099,10390,10702,11095,11390,11433,11262,11051,10859,10699,10560,10560,10786,10786,11068,11068,11173,11173,11061,11061,10755,10755,10440,10440,10137,10137,9840,9840,9691
2024-09-08,14:06:46,3,0,9584,9561,9697,9743,9792,9828,9706,9674,9861,10155,10450,10762,11077,11292,11080,10645,10236,9963,9825,9685,9478,9440,9576,9738,9919,10168,10445,10299,9969,9954,10062,10220,10518,10760,10919,11009,11002,11122,11071,10902,10757,10664,10637,10501,10439,10348,10326,10275,10162,10038,10018,10057,10101,10202,10292
2024-09-08,14:06:52,3,0,10349,10294,10236,10088,9891,9742,9706,9685,9837,10024,10216,10326,10353,10281,10290,10356,10361,10327,10264,10235,10344,10449,10354,10309,10198,10267,10309,10276,10250,10351,10343,10273,10223,10237,10416,10616,10634,10622,10439,10096,9934,9942,9973,10080,10132,10139,10089,10088,10111,10253,10436,10542,10672,10662,10521
2024-09-08,14:07:01,1,86,10264,10468,10937,11175,11115,10916,10559,10261,10018,9857,9728,9686,9659,9717,9845,9891,10045,10180,10129,10133,10231,10320,10336,10265,10186,10267,10340,10318,10210,10255,10267,10325,10356,10341,10391,10435,10386,10113,9668,9292,9299,9637,10137,10463,10708,10830,10924,10902,10836,10847,10771,10661,10651,10581,10402
2024-09-08,14:07:17,3,0,10232,10636,11040,11175,10929,10422,10041,9696,9541,9540,9675,9821,10038,10215,10238,10125,10015,9861,9700,9811,10133,10432,10575,10690,10754,10679,10549,10453,10432,10443,10433,10331,10301,10284,10340,10322,10279,9956,9500,9323,9405,9610,10019,10343,10604,10841,10922,10917,10935,10913,10791,10703,10619,10500,10456
2024-09-08,14:07:33,1,86,10282,10498,10956,11135,10961,10731,10493,10299,10038,9782,9703,9630,9627,9685,9758,9788,9828,9908,10104,10326,10313,10363,10345,10331,10289,10288,10361,10371,10328,10329,10308,10252,10300,10368,10388,10451,10544,10299,9834,9492,9446,9607,9963,10320,10684,10903,10985,10951,10955,10972,10821,10663,10533,10449,10334
2024-09-08,14:07:49,1,86,10501,10870,11114,11109,10935,10650,10243,9879,9688,9669,9776,9870,9914,9903,9920,9875,9891,9832,9892,10011,10145,10292,10425,10505,10495,10464,10543,10452,10386,10268,10293,10424,10467,10406,10282,10261,10176,9735,9285,9222,9515,9875,10272,10581,10820,11011,11117,11144,11099,11044,10849,10620,10499,10346,10199
2024-09-08,14:08:05,1,86,10490,10919,10969,10909,10838,10626,10229,9868,9639,9590,9534,9575,9738,9811,9891,9953,10064,10159,10223,10265,10287,10311,10270,10309,10353,10383,10494,10499,10405,10414,10468,10336,10253,10257,10383,10331,10030,9582,9394,9600,9890,10166,10454,10718,10817,10794,10854,10776,10771,10811,10779,10524,10494,10533,10393
2024-09-08,14:08:21,1,86,10415,10785,11103,11036,10743,10529,10309,10078,9882,9746,9724,9774,9739,9721,9749,9801,9973,10082,10173,10206,10267,10371,10363,10333,10289,10319,10344,10386,10466,10469,10489,10464,10450,10400,10264,10252,10216,9897,9417,9287,9465,9836,10191,10531,10824,10980,11011,11074,11047,10925,10858,10809,10639,10566,10507
2024-09-08,14:08:37,3,0,10359,10682,11107,11165,10994,10722,10448,10111,9880,9759,9714,9709,9691,9726,9841,9951,9965,9978,9986,10144,10241,10376,10336,10304,10268,10305,10362,10395,10460,10513,10507,10433,10321,10285,10275,10297,10335,10064,9544,9251,9342,9669,10110,10505,10803,10988,11150,11139,10979,10927,10843,10754,10666,10488,10285
2024-09-08,14:08:53,1,86,10406,10737,10990,11046,10846,10613,10401,10194,9990,9853,9859,9860,9839,9878,9962,10007,10062,10162,10121,10207,10305,10355,10316,10191,10170,10211,10248,10256,10299,10384,10381,10319,10333,10356,10400,10478,10362,9831,9359,9170,9440,9800,10143,10531,10760,10884,11040,11145,11063,10948,10876,10779,10641,10554,10466
2024-09-08,14:09:09,1,86,10248,10459,10846,11089,10973,10706,10366,10131,9936,9798,9713,9700,9664,9724,9831,10007,10106,10152,10276,10421,10460,10394,10330,10264,10223,10317,10292,10243,10246,10323,10435,10391,10402,10440,10419,10349,10273,10027,9591,9312,9477,9695,10025,10380,10731,10850,10912,11049,11088,10964,10817,10603,10513,10566,10562
2024-09-08,14:09:25,1,86,10349,10690,11003,11077,10870,10581,10338,10064,9817,9596,9492,9513,9587,9688,9843,10011,10134,10158,10153,10233,10214,10344,10429,10468,10496,10512,10519,10468,10412,10372,10257,10219,10222,10258,10293,10330,10275,9918,9560,9401,9597,9935,10192,10463,10634,10832,10999,11019,10937,10847,10740,10614,10536,10443,10475
2024-09-08,14:09:41,1,86,10182,10382,10756,10906,10849,10650,10347,10173,10056,9960,9885,9806,9741,9778,9889,9984,10007,10035,10116,10260,10362,10298,10221,10213,10328,10408,10442,10428,10449,10493,10475,10356,10227,10182,10307,10443,10467,10037,9456,9263,9378,9710,10148,10473,10669,10756,10814,10880,10894,10906,10839,10718,10616,10552,10408
2024-09-08,14:09:57,1,86,10670,11049,11161,10903,10687,10449,10112,9973,9870,9761,9675,9643,9664,9661,9800,9920,10050,10084,10174,10234,10329,10381,10344,10340,10346,10334,10442,10557,10446,10378,10347,10286,10274,10326,10307,10294,10194,9781,9452,9393,9648,10066,10397,10609,10768,10981,11096,11132,10973,10711,10554,10550,10523,10428,10334
2024-09-08,14:10:13,1,86,10258,10584,11015,11172,10933,10655,10407,10154,10076,9913,9790,9842,9854,9835,9742,9781,9899,10041,10106,10150,10258,10329,10288,10321,10269,10267,10298,10335,10368,10390,10430,10486,10455,10340,10162,10216,10220,9872,9506,9366,9466,9731,10130,10615,10949,11050,11069,11094,10971,10989,10872,10699,10596,10498,10393
2024-09-08,14:10:29,3,0,10736,11017,11152,11057,10806,10563,10277,10013,9898,9796,9705,9641,9647,9684,9736,9769,9974,10142,10341,10474,10472,10420,10453,10490,10354,10297,10277,10299,10328,10349,10373,10344,10342,10339,10308,10215,10153,9810,9434,9435,9633,10031,10387,10622,10792,10922,11049,11103,10999,10885,10825,10763,10646,10450,10328
2024-09-08,14:10:45,1,86,10242,10526,10862,10855,10767,10654,10396,10167,9955,9918,9855,9800,9820,9896,9880,9838,9896,10021,10045,10169,10205,10207,10258,10310,10411,10468,10434,10443,10391,10328,10380,10455,10481,10501,10442,10439,10347,9848,9405,9386,9568,9864,10192,10501,10757,10864,10997,10960,10874,10835,10776,10719,10570,10441,10302
2024-09-08,14:11:01,1,86,10595,10900,11043,11048,10863,10596,10367,10165,9896,9704,9614,9533,9580,9721,9871,10003,10108,10152,10079,10079,10195,10329,10350,10334,10318,10323,10348,10433,10420,10365,10309,10369,10466,10434,10351,10245,10046,9695,9427,9422,9694,9952,10210,10566,10957,11069,11110,11048,10872,10757,10712,10704,10600,10457,10431
2024-09-08,14:11:17,3,0,10231,10534,11039,11098,10871,10601,10396,10120,9960,9937,9815,9716,9750,9807,9836,9922,9928,9956,10054,10210,10229,10277,10244,10359,10316,10225,10260,10290,10378,10461,10456,10498,10450,10436,10379,10333,10250,9900,9532,9484,9699,9941,10256,10540,10746,10880,10930,10919,10772,10682,10674,10692,10560,10507,10402
2024-09-08,14:11:33,1,86,10453,10762,10979,10938,10764,10396,9987,9805,9747,9716,9762,9779,9799,9842,9934,10036,10148,10146,10082,10136,10163,10192,10270,10340,10367,10375,10422,10393,10414,10375,10305,10299,10349,10389,10401,10375,10150,9752,9458,9437,9716,9963,10316,10595,10798,10929,10961,10965,10943,10891,10768,10699,10513,10475,10387
2024-09-08,14:11:49,1,86,10364,10720,11077,11098,10894,10605,10278,9995,9868,9820,9727,9699,9744,9843,9976,9973,9948,9964,9997,10079,10255,10351,10337,10236,10306,10413,10424,10450,10521,10519,10483,10379,10269,10288,10328,10323,10297,9999,9594,9438,9627,9806,10154,10419,10624,10824,10929,10909,10923,10863,10679,10637,10606,10565,10474
2024-09-08,14:12:05,1,86,10549,11022,11155,10998,10764,10470,10146,9890,9681,9716,9901,9933,9832,9820,9856,9954,10012,10173,10226,10309,10375,10352,10344,10237,10264,10275,10224,10161,10242,10283,10305,10365,10302,10290,10281,10282,10126,9761,9451,9517,9792,10167,10549,10875,10872,10970,11011,10964,10790,10790,10688,10617,10582,10498,10439
2024-09-08,14:12:21,1,86,10322,10769,11119,11125,10885,10577,10277,10074,9970,9919,9797,9654,9622,9695,9789,9886,9869,9953,10051,10141,10239,10362,10420,10487,10487,10423,10444,10505,10472,10488,10470,10346,10289,10182,10215,10260,10230,9914,9563,9486,9565,9771,10071,10427,10737,10987,11098,11131,11076,10809,10758,10663,10522,10444,10380
2024-09-08,14:12:37,1,86,10127,10313,10780,11058,11073,10797,10441,10133,9790,9655,9628,9584,9713,9875,10021,10059,10152,10172,10238,10395,10396,10317,10320,10379,10428,10310,10251,10267,10210,10281,10400,10398,10414,10395,10285,10214,10157,9971,9561,9349,9425,9698,10109,10516,10731,10958,11089,11024,10941,10909,10793,10759,10702,10534,10461
2024-09-08,14:12:53,3,0,10939,11136,11234,11029,10700,10377,10032,9823,9684,9562,9560,9609,9657,9682,9738,9876,10050,10196,10233,10271,10308,10241,10288,10231,10215,10293,10385,10359,10389,10404,10428,10443,10425,10349,10324,10319,10195,9771,9473,9382,9536,9812,10147,10486,10761,10916,11011,11002,10960,10873,10819,10738,10694,10614,10506
2024-09-08,14:13:09,3,0,10163,10400,10862,11072,10980,10703,10469,10248,10000,9896,9909,9857,9773,9779,9864,9827,9810,9871,9978,10116,10243,10302,10204,10169,10210,10250,10344,10403,10472,10583,10692,10617,10437,10374,10339,10296,10164,9920,9499,9220,9317,9731,10160,10521,10841,11008,11002,10918,10838,10802,10812,10744,10718,10598,10480
2024-09-08,14:13:25,1,86,10350,10715,11064,11186,11036,10609,10340,10138,9935,9711,9561,9569,9568,9603,9785,9885,10042,10119,10202,10317,10350,10270,10248,10267,10317,10377,10481,10482,10400,10484,10505,10414,10479,10454,10335,10290,10101,9780,9447,9297,9455,9799,10271,10600,10817,10972,11033,11098,11146,11031,10943,10886,10776,10792,10721
2024-09-08,14:13:41,1,86,10297,10529,10889,11092,11085,10823,10491,10234,9902,9782,9736,9709,9714,9758,9828,9919,9929,9933,10028,10155,10267,10308,10274,10325,10307,10290,10313,10464,10438,10330,10337,10335,10341,10365,10463,10413,10186,9837,9378,9321,9502,9879,10208,10386,10631,10874,10942,10960,11028,11078,11008,10857,10770,10599,10466
2024-09-08,14:13:57,1,86,10578,10939,11159,11073,10744,10484,10229,9951,9822,9784,9703,9635,9599,9724,9831,10036,10172,10214,10193,10213,10276,10317,10379,10325,10322,10401,10370,10324,10361,10364,10333,10370,10308,10288,10314,10296,10177,9815,9547,9471,9580,9948,10323,10621,10915,10996,10931,10882,10831,10863,10932,10825,10631,10438,10340
2024-09-08,14:14:13,1,86,10563,10948,11067,10991,10783,10392,10109,9899,9766,9590,9610,9621,9692,9804,9805,9777,9858,10090,10312,10503,10530,10516,10583,10522,10482,10480,10460,10322,10149,10140,10164,10141,10210,10194,10185,10053,9762,9503,9444,9795,10304,10676,10875,11026,11094,11009,10893,10822,10655,10515,10466,10436,10318,10284,10250
